time,open,high,low,close,tick_volume,spread,real_volume,ema_89,time_sin,time_cos,price_diff,trendline
2020-02-05,1.30292,1.30698,1.29562,1.30004,63619,0,0,1.30004,0.0,1.0,,
2020-02-06,1.30016,1.30016,1.2921,1.2925200000000001,54083,0,0,1.2998728888888889,0.0,1.0,-0.007519999999999971,
2020-02-07,1.2926199999999999,1.29589,1.28809,1.2882,61264,0,0,1.2996134913580246,0.0,1.0,-0.0043200000000001015,
2020-02-10,1.28864,1.29459,1.28717,1.2913999999999999,62085,0,0,1.2994309693278463,0.0,1.0,0.0031999999999998696,
2020-02-11,1.29128,1.29677,1.28943,1.2949,59098,0,0,1.2993302811205607,0.0,1.0,0.0035000000000000586,
2020-02-12,1.29508,1.29911,1.29452,1.29575,58281,0,0,1.2992507193178815,0.0,1.0,0.0008500000000000174,
2020-02-13,1.29568,1.30692,1.29441,1.30412,68228,0,0,1.2993589255552618,0.0,1.0,0.008369999999999989,
2020-02-14,1.30385,1.30631,1.3001,1.30471,56498,0,0,1.2994778383207004,0.0,1.0,0.0005900000000000905,
2020-02-17,1.30324,1.30536,1.29975,1.30039,49400,0,0,1.2994981085802404,0.0,1.0,-0.0043200000000001015,
2020-02-18,1.30039,1.3048600000000001,1.29705,1.29952,62288,0,0,1.299498595056235,0.0,1.0,-0.0008699999999999264,
2020-02-19,1.29952,1.3023,1.29075,1.29187,57909,0,0,1.2993290707216518,0.0,1.0,-0.007649999999999935,
2020-02-20,1.29186,1.29281,1.2848899999999999,1.28792,61033,0,0,1.2990755358167263,0.0,1.0,-0.00395000000000012,
2020-02-21,1.28802,1.29805,1.28746,1.29566,66386,0,0,1.298999635020799,0.0,1.0,0.00774000000000008,
2020-02-24,1.29426,1.29547,1.28865,1.29283,66933,0,0,1.2988625320203369,0.0,1.0,-0.00283000000000011,
2020-02-25,1.2929,1.30178,1.29142,1.30037,80121,0,0,1.2988960313087738,0.0,1.0,0.007540000000000102,
2020-02-26,1.30036,1.30078,1.28953,1.28953,73940,0,0,1.2986878972796898,0.0,1.0,-0.01083999999999996,
2020-02-27,1.28967,1.2946,1.28601,1.28838,86909,0,0,1.2984588328956967,0.0,1.0,-0.0011499999999999844,
2020-02-28,1.28838,1.29196,1.27255,1.28212,101153,0,0,1.2980957477202368,0.0,1.0,-0.006260000000000154,
2020-03-02,1.27918,1.28506,1.27398,1.27522,84743,0,0,1.297587397770898,0.0,1.0,-0.006899999999999906,
2020-03-03,1.27518,1.28439,1.27379,1.28107,85409,0,0,1.2972203444871002,0.0,1.0,0.005849999999999911,
2020-03-04,1.28103,1.28723,1.27697,1.2870300000000001,59390,0,0,1.296993892387387,0.0,1.0,0.005960000000000187,
2020-03-05,1.287,1.29681,1.28604,1.29516,58349,0,0,1.2969531392232228,0.0,1.0,0.00812999999999997,
2020-03-06,1.29527,1.30519,1.29371,1.30445,82330,0,0,1.2971197361293734,0.0,1.0,0.00929000000000002,
2020-03-09,1.30754,1.31997,1.30342,1.3084500000000001,188792,0,0,1.2973715197709428,0.0,1.0,0.0040000000000000036,
2020-03-10,1.3084500000000001,1.31151,1.2858,1.28803,173248,12,0,1.2971639304426996,0.0,1.0,-0.020420000000000105,
2020-03-11,1.28803,1.29761,1.28024,1.28173,115489,1,0,1.2968209542106395,0.0,1.0,-0.006299999999999972,
2020-03-12,1.2819099999999999,1.28487,1.24902,1.25731,126863,1,0,1.2959429330059586,0.0,1.0,-0.02442000000000011,
2020-03-13,1.25735,1.2624,1.22658,1.22903,152633,0,0,1.2944559789391596,0.0,1.0,-0.02827999999999986,
2020-03-16,1.2410700000000001,1.242,1.22018,1.22677,170248,0,0,1.292951846073845,0.0,1.0,-0.0022600000000001508,
2020-03-17,1.22662,1.22724,1.20018,1.20548,178035,0,0,1.2910080272722038,0.0,1.0,-0.02128999999999981,
2020-03-18,1.20551,1.21296,1.1451500000000001,1.1580300000000001,174594,0,0,1.288052959999488,0.0,1.0,-0.04744999999999999,
2020-03-19,1.15777,1.17927,1.1419,1.14653,188137,0,0,1.2849080053328328,0.0,1.0,-0.011500000000000066,
2020-03-20,1.14652,1.19333,1.1409799999999999,1.1599,168903,0,0,1.28213004965877,0.0,1.0,0.013369999999999882,
2020-03-23,1.16745,1.17135,1.14463,1.15283,171688,0,0,1.2792567152219085,0.0,1.0,-0.00706999999999991,
2020-03-24,1.15283,1.1798899999999999,1.14749,1.17341,167644,0,0,1.276904565994755,0.0,1.0,0.020580000000000043,
2020-03-25,1.17342,1.1973,1.16384,1.18781,141114,0,0,1.2749246867504271,0.0,1.0,0.014399999999999968,
2020-03-26,1.18781,1.22289,1.17761,1.21547,153930,0,0,1.2736034714893063,0.0,1.0,0.027660000000000018,
2020-03-27,1.21547,1.24852,1.21301,1.24744,151946,0,0,1.2730220610117662,0.0,1.0,0.031970000000000054,
2020-03-30,1.24174,1.24668,1.23169,1.24171,110477,0,0,1.272326237433727,0.0,1.0,-0.005730000000000013,
2020-03-31,1.24043,1.24726,1.22436,1.24163,124197,0,0,1.2716440988240887,0.0,1.0,-8.000000000008001e-05,
2020-04-01,1.24219,1.24382,1.23299,1.2373,93664,0,0,1.2708808966279979,0.0,1.0,-0.004329999999999945,
2020-04-02,1.2373,1.2475,1.23496,1.23925,95238,0,0,1.2701779878140425,0.0,1.0,0.0019499999999998963,
2020-04-03,1.23953,1.24058,1.22049,1.22692,85528,0,0,1.2692166991959526,0.0,1.0,-0.012329999999999952,
2020-04-06,1.22204,1.23264,1.22095,1.22291,80623,0,0,1.2681876614360423,0.0,1.0,-0.004010000000000069,
2020-04-07,1.22284,1.2383899999999999,1.21645,1.23297,84701,0,0,1.2674050467374636,0.0,1.0,0.010059999999999958,
2020-04-08,1.23295,1.24196,1.22877,1.23808,63135,0,0,1.2667533790321865,0.0,1.0,0.00511000000000017,
2020-04-09,1.23749,1.24832,1.236,1.24525,76642,0,0,1.2662755261648047,0.0,1.0,0.007169999999999899,
2020-04-10,1.24492,1.24865,1.24325,1.24341,21062,0,0,1.2657674033611424,0.0,1.0,-0.0018400000000000638,
2020-04-13,1.24536,1.25365,1.2449,1.2500200000000001,61683,0,0,1.2654174610642281,0.0,1.0,0.006610000000000227,
2020-04-14,1.2500200000000001,1.26471,1.24896,1.26233,110741,0,0,1.2653488508183564,0.0,1.0,0.012309999999999821,
2020-04-15,1.2612,1.26303,1.24362,1.25105,105125,0,0,1.2650310985779485,0.0,1.0,-0.011279999999999957,
2020-04-16,1.25108,1.2527300000000001,1.24078,1.24551,108131,0,0,1.2645972963873275,0.0,1.0,-0.0055400000000001,
2020-04-17,1.2455,1.25223,1.24064,1.25058,103885,0,0,1.2642858009120537,0.0,1.0,0.00507000000000013,
2020-04-20,1.24916,1.24998,1.2416,1.24321,85781,0,0,1.2638174497806747,0.0,1.0,-0.007370000000000099,
2020-04-21,1.24319,1.24457,1.2247,1.22879,123399,0,0,1.2630390620077707,0.0,1.0,-0.014419999999999877,
2020-04-22,1.22772,1.23856,1.22741,1.23321,92136,0,0,1.2623761939631537,0.0,1.0,0.0044199999999998685,
2020-04-23,1.23321,1.24147,1.23074,1.23434,113842,0,0,1.2617531674306393,0.0,1.0,0.0011300000000000754,
2020-04-24,1.23432,1.23769,1.22977,1.23659,89239,0,0,1.2611939859321806,0.0,1.0,0.0022500000000000853,
2020-04-27,1.23614,1.24543,1.23594,1.24282,78707,0,0,1.2607856751336877,0.0,1.0,0.006229999999999958,
2020-04-28,1.24259,1.2517800000000001,1.24034,1.2422900000000001,68288,0,0,1.2603746601307166,0.0,1.0,-0.0005299999999999194,
2020-04-29,1.24201,1.2484899999999999,1.23886,1.24691,65500,0,0,1.2600754454611451,0.0,1.0,0.0046199999999998465,
2020-04-30,1.24653,1.26426,1.24289,1.259,78636,0,0,1.2600515466731197,0.0,1.0,0.012089999999999934,
2020-05-01,1.25891,1.25998,1.24827,1.24926,53973,0,0,1.259811734524828,0.0,1.0,-0.00973999999999986,
2020-05-04,1.24823,1.24865,1.2405,1.2442,52665,0,0,1.2594648070909429,0.0,1.0,-0.0050600000000000644,
2020-05-05,1.2442199999999999,1.24834,1.2420200000000001,1.24331,56872,0,0,1.2591058113778109,0.0,1.0,-0.0008900000000000574,
2020-05-06,1.24323,1.24499,1.23348,1.2339,52422,0,0,1.2585456822360817,0.0,1.0,-0.009409999999999918,
