trendline,price_diff,tick_volume,close
109.78463670411983,0.0099999999999909,1211,109.752
109.78466292134831,0.0150000000000005,1172,109.767
109.78337378277156,-0.0699999999999931,1732,109.697
109.78366217228466,0.0499999999999971,2523,109.747
109.7828441947566,-0.027000000000001,1578,109.72
109.78298127340828,0.0030000000000001,2041,109.723
109.7832876404495,-0.0040000000000048,1002,109.719
109.78687640449436,0.0490000000000065,1145,109.768
109.79098202247192,0.0109999999999956,1660,109.779
109.80201123595506,0.1380000000000052,3057,109.917
109.80777602996254,-0.1119999999999947,2560,109.805
109.8090254681648,0.0,2229,109.805
109.81337602996253,0.0619999999999976,1576,109.867
109.8184689138577,-0.0170000000000101,1203,109.85
109.82369063670414,0.0150000000000005,1294,109.865
109.82707415730336,-0.0109999999999956,1049,109.854
109.8310134831461,0.0120000000000004,545,109.866
109.83387415730336,-0.007000000000005,723,109.859
109.83902397003745,0.0600000000000022,1820,109.919
109.84180674157308,-0.0090000000000003,2060,109.91
109.8478239700375,0.0580000000000069,2624,109.968
109.85595280898876,0.0649999999999977,2317,110.033
109.86393108614236,0.0229999999999961,1263,110.056
109.87051460674158,-0.0309999999999917,1000,110.025
109.87823295880148,0.0240000000000009,747,110.049
109.88611310861424,-0.007000000000005,995,110.042
109.89659400749066,0.0759999999999934,1686,110.118
109.91118426966293,0.0620000000000118,1956,110.18
109.928325093633,0.0549999999999926,1559,110.235
109.9479850187266,0.0900000000000034,1466,110.325
109.9734756554307,0.117999999999995,1494,110.443
110.00017078651685,0.0420000000000015,1408,110.485
110.03324194756556,0.1680000000000063,2735,110.653
110.07424644194757,0.1769999999999925,2794,110.83
110.11937153558053,0.1140000000000043,2367,110.944
110.17308913857676,0.2330000000000041,3066,111.177
110.23122172284644,0.0789999999999935,1804,111.256
110.29162696629214,0.0979999999999989,1329,111.354
110.36176853932584,0.2210000000000036,2344,111.575
110.41526067415734,-0.3350000000000079,2489,111.24
110.47179101123596,0.1219999999999998,1050,111.362
110.52199250936332,-0.1229999999999904,622,111.239
110.56889662921354,-0.0440000000000111,1834,111.195
110.61533932584273,0.0120000000000004,4698,111.207
110.6625767790262,0.0360000000000013,3236,111.243
110.71297453183524,0.0940000000000083,3519,111.337
110.76384269662924,0.0249999999999914,3467,111.362
110.81326217228464,0.0050000000000096,1883,111.367
110.8638254681648,0.0259999999999962,1990,111.393
110.91826666666664,0.152000000000001,2362,111.545
110.97635805243448,0.1389999999999958,3837,111.684
111.0359775280899,0.0510000000000019,3265,111.735
111.10479250936328,0.2369999999999947,2671,111.972
111.17925692883895,0.1830000000000069,3339,112.155
111.23840224719102,-0.3020000000000067,3099,111.853
111.30198052434456,0.1140000000000043,2475,111.967
111.36561797752807,0.0330000000000012,3355,112.0
111.43355580524344,0.1389999999999958,3226,112.139
111.49775580524349,-0.046999999999997,2690,112.092
111.550195505618,-0.2349999999999994,6011,111.857
111.60777602996254,0.1629999999999967,4721,112.02
111.66466741573036,-0.0099999999999909,2854,112.01
111.72207191011238,0.0489999999999923,2313,112.059
111.77795655430712,0.0130000000000052,1755,112.072
111.83248764044946,-0.0010000000000047,1652,112.071
111.88492359550564,-0.012999999999991,1311,112.058
111.93214382022477,-0.0870000000000033,2515,111.971
111.9842104868914,0.1400000000000005,5115,112.111
112.02927940074906,-0.1069999999999993,4283,112.004
112.07368689138576,0.0049999999999954,3218,112.009
112.11684644194752,0.0060000000000002,1533,112.015
112.15685917602995,-0.0409999999999968,1535,111.974
112.19406666666669,-0.0240000000000009,1738,111.95
112.23095655430714,0.0309999999999917,1408,111.981
112.2561617977528,-0.2509999999999905,3106,111.73
112.279265917603,-0.0300000000000011,5314,111.7
112.30040224719104,-0.0020000000000095,2939,111.698
112.32460299625473,0.0970000000000084,1993,111.795
112.35140449438208,0.0840000000000031,1650,111.879
112.38200973782772,0.1169999999999902,2168,111.996
112.40383970037456,-0.1529999999999916,2102,111.843
112.41766891385774,-0.125,4081,111.718
112.42853857677903,-0.0260000000000104,6386,111.692
112.4397468164794,0.0480000000000018,3157,111.74
112.44412734082398,-0.0809999999999888,2229,111.659
112.4457827715356,-0.0380000000000109,2176,111.621
112.4430554307116,-0.019999999999996,1972,111.601
112.43905168539328,-0.0109999999999956,1996,111.59
112.43340674157304,-0.0240000000000009,1423,111.566
112.42052134831464,-0.1380000000000052,2343,111.428
112.4119325842697,0.1180000000000092,3991,111.546
112.40198501872663,0.0349999999999965,3965,111.581
112.39201498127343,0.0060000000000002,3446,111.587
112.37431460674158,-0.1300000000000096,2587,111.457
112.35957902621728,0.095000000000013,2176,111.552
112.344002247191,0.0139999999999957,828,111.566
112.32849662921352,0.0079999999999955,1493,111.574
112.31188539325844,0.0,1528,111.574
112.29561647940072,-0.0319999999999964,3700,111.542
112.26867490636704,-0.1569999999999964,6106,111.385
112.23741198501872,-0.0710000000000121,6091,111.314
112.205395505618,-0.0229999999999961,2956,111.291
112.17285842696631,0.0210000000000007,3374,111.312
112.14040299625468,0.0190000000000054,3154,111.331
112.10532059925102,-0.0289999999999963,3229,111.302
112.04498352059927,-0.5530000000000115,7192,110.749
111.9796292134832,-0.0949999999999988,6468,110.654
111.91109438202253,-0.0889999999999986,4712,110.565
111.83321123595508,-0.1959999999999979,4553,110.369
111.7636239700375,0.1659999999999968,3472,110.535
111.70377902621726,0.1970000000000027,4242,110.732
111.64370636704122,-0.0049999999999954,4299,110.727
111.58159475655432,-0.0190000000000054,1575,110.708
111.51752209737828,-0.0450000000000017,1985,110.663
111.46109662921349,0.1869999999999976,4263,110.85
111.40776254681649,0.0450000000000017,6709,110.895
111.35727265917602,0.0460000000000064,5888,110.941
111.30488539325842,-0.0580000000000069,4338,110.883
111.25213483146068,-0.0429999999999921,3599,110.84
111.20045692883896,-0.027000000000001,2274,110.813
111.14895955056178,-0.0109999999999956,2701,110.802
111.10250262172283,0.0339999999999918,3723,110.836
111.05462696629212,-0.1189999999999997,4590,110.717
111.00042621722848,-0.2030000000000029,6669,110.514
110.94590561797752,-0.1329999999999955,5139,110.381
110.89844119850189,0.1059999999999945,4459,110.487
110.85508089887637,0.0300000000000011,4408,110.517
110.82411985018724,0.1540000000000105,4635,110.671
110.78321423220976,-0.0700000000000073,3406,110.601
110.73642471910112,-0.206000000000003,5887,110.395
110.67610486891388,-0.2599999999999909,8851,110.135
110.61951235955058,0.0879999999999938,7085,110.223
110.55521123595511,-0.1970000000000027,4637,110.026
110.49185243445692,-0.0169999999999959,5129,110.009
110.435065917603,0.0799999999999983,8776,110.089
110.3808808988764,0.0250000000000056,7297,110.114
110.33110187265918,0.0759999999999934,1944,110.19
110.2834074906367,0.0139999999999957,933,110.204
110.24382022471912,0.0860000000000127,2890,110.29
110.2047610486892,-0.0800000000000125,5728,110.21
110.1684382022472,0.0110000000000098,6938,110.221
110.14922621722847,0.2409999999999996,6640,110.462
110.13667191011244,0.0319999999999964,3936,110.494
110.11791235955056,-0.0150000000000005,3144,110.479
110.09797078651688,-0.108000000000004,3263,110.371
110.07921498127344,-0.0169999999999959,3412,110.354
110.070074906367,0.1189999999999997,5232,110.473
110.05091760299624,-0.2309999999999945,7321,110.242
110.0303400749064,0.0559999999999973,8567,110.298
110.01852659176028,0.0889999999999986,6099,110.387
110.01191011235954,0.0949999999999988,4839,110.482
110.00718576779026,-0.0079999999999955,6655,110.474
110.00358726591764,-0.0080000000000097,4645,110.466
110.006472659176,0.1200000000000045,5561,110.586
110.00925018726592,-0.0210000000000007,6061,110.565
110.00235205992516,-0.2000000000000028,4740,110.365
110.0036921348315,0.088000000000008,6092,110.453
109.99657752808989,-0.1650000000000062,6903,110.288
109.98701573033708,-0.0870000000000033,7541,110.201
109.98954981273408,0.2400000000000091,6431,110.441
109.99136928838954,-0.0220000000000055,2228,110.419
109.99377003745322,-0.0009999999999905,1426,110.418
109.99629138576782,-0.0390000000000014,4579,110.379
109.9924277153558,-0.0440000000000111,8134,110.335
109.98911161048686,0.0040000000000048,7221,110.339
109.98235056179772,-0.0999999999999943,5705,110.239
109.97846441947569,-0.0090000000000003,3674,110.23
109.96787116104868,-0.2210000000000036,3387,110.009
109.96307565543071,0.0400000000000062,5347,110.049
109.95948239700375,0.0719999999999885,4694,110.121
109.95335355805246,-0.0229999999999961,7151,110.098
109.94559999999994,-0.0510000000000019,8117,110.047
109.94523970037456,0.1150000000000091,5620,110.162
109.9395123595506,-0.1069999999999993,4886,110.055
109.92949213483148,-0.1050000000000039,4753,109.95
109.91651760299628,-0.0850000000000079,5554,109.865
109.90486142322096,0.0060000000000002,5608,109.871
109.8970029962547,0.0690000000000026,8572,109.94
109.89035505617976,0.0700000000000073,8557,110.01
109.8938734082397,0.1460000000000008,8559,110.156
109.90001498127342,0.0180000000000006,8318,110.174
109.89687116104868,-0.2370000000000089,8223,109.937
109.89208614232211,0.0010000000000047,6511,109.938
109.88544719101124,-0.1159999999999996,5851,109.822
109.86954681647946,-0.2460000000000093,3103,109.576
109.85346067415732,-0.0419999999999873,1918,109.534
109.84265917602998,0.0849999999999937,5590,109.619
109.82628314606742,-0.1430000000000006,6941,109.476
109.80496554307118,-0.066999999999993,6906,109.409
109.77871535580528,-0.1090000000000088,5295,109.3
109.74647415730338,-0.1580000000000012,6911,109.142
109.70791760299625,-0.1899999999999977,6491,108.952
109.66868314606742,-0.0649999999999977,6691,108.887
109.63327940074906,0.0600000000000022,6328,108.947
109.58310262172286,-0.0930000000000035,7586,108.854
109.52438801498128,-0.1769999999999925,9908,108.677
109.4652868913858,0.0030000000000001,8248,108.68
109.40129288389517,-0.0430000000000063,6541,108.637
109.34475730337078,0.0549999999999926,6047,108.692
109.29336629213486,-0.0149999999999863,6904,108.677
109.23641947565548,-0.1580000000000012,6725,108.519
109.17614756554308,-0.1030000000000086,9545,108.416
109.0949700374532,-0.4889999999999901,10518,107.927
109.02919250936328,0.2069999999999936,9975,108.134
108.96734456928844,0.019999999999996,9281,108.154
108.9043850187266,-0.0949999999999988,7877,108.059
108.8331767790262,-0.206000000000003,9907,107.853
108.76446516853936,0.027000000000001,8031,107.88
108.70540749063667,0.1820000000000021,3357,108.062
108.61780149812738,-0.6869999999999976,1364,107.375
108.54651985018732,0.2939999999999969,5541,107.669
108.47064943820226,-0.0969999999999942,5697,107.572
108.40724569288388,0.3319999999999936,7100,107.904
108.35394531835207,0.2520000000000095,5880,108.156
108.30778726591755,0.0699999999999931,5000,108.226
108.25953333333337,-0.100999999999999,4748,108.125
108.2226307116105,0.1380000000000052,3395,108.263
108.18710786516851,0.0259999999999962,4890,108.289
108.1561123595506,0.1679999999999921,7315,108.457
108.10105917602998,-0.4449999999999932,8180,108.012
108.04166292134832,-0.179000000000002,6716,107.833
107.97459176029965,-0.1140000000000043,5579,107.719
107.9018838951311,-0.157999999999987,5705,107.561
107.84292808988764,0.2289999999999992,6799,107.79
107.78143895131088,-0.1090000000000088,7147,107.681
107.71813258426972,-0.1209999999999951,8775,107.56
107.67271161048689,0.3529999999999944,9478,107.913
107.63575655430716,0.1090000000000088,9414,108.022
107.5868142322098,-0.2690000000000054,6222,107.753
107.54787041198504,0.179000000000002,5738,107.932
107.51252134831458,-0.0799999999999983,6085,107.852
107.50556779026216,0.5819999999999936,6554,108.434
107.49354456928845,-0.1419999999999959,4007,108.292
107.47971610486891,-0.0229999999999961,836,108.269
107.478261423221,0.2530000000000001,3955,108.522
107.47192584269666,-0.2020000000000124,4578,108.32
107.4516262172285,-0.2349999999999994,4886,108.085
107.42823445692883,-0.1349999999999909,4110,107.95
107.41107640449438,0.0559999999999973,3388,108.006
107.38921872659174,-0.1949999999999931,4296,107.811
107.36706067415732,-0.0480000000000018,3356,107.763
107.35417827715358,0.1679999999999921,3311,107.931
107.35039925093636,0.1020000000000038,5285,108.033
107.34978426966296,0.0390000000000014,6314,108.072
107.34212284644197,-0.1000000000000085,4652,107.972
107.33942471910112,0.027000000000001,3559,107.999
107.331586516854,-0.073999999999998,4206,107.925
107.31468014981272,-0.2009999999999934,6790,107.724
107.30617153558052,0.0259999999999962,6840,107.75
107.295516104869,-0.0829999999999984,6558,107.667
107.28119850187268,-0.1290000000000049,14226,107.538
107.25702471910108,-0.2519999999999953,9637,107.286
107.23656554307117,0.054000000000002,7906,107.34
107.20549063670414,-0.2930000000000063,7913,107.047
107.18334082397006,0.1970000000000027,11198,107.244
107.161331835206,-0.0430000000000063,9448,107.201
107.1333550561798,-0.073999999999998,1864,107.127
107.10905468164798,0.01400000000001,880,107.141
107.08519176029964,-0.0760000000000076,5203,107.065
107.07525468164796,0.2750000000000057,7304,107.34
107.06455805243446,-0.0379999999999967,6174,107.302
107.05987191011238,0.0309999999999917,4317,107.333
107.05870112359553,0.0859999999999985,3979,107.419
107.05453782771538,-0.0589999999999975,2766,107.36
107.05203970037454,0.0370000000000061,2599,107.397
107.05240898876409,0.019999999999996,3505,107.417
107.0608958801498,0.1069999999999993,5434,107.524
107.0679483146068,-0.1089999999999946,6711,107.415
107.08040224719105,0.0039999999999906,5070,107.419
107.09884644194754,0.0799999999999983,4264,107.499
107.11348239700376,-0.0109999999999956,2829,107.488
107.1321850187266,0.0499999999999971,4753,107.538
107.1472501872659,-0.0639999999999929,5714,107.474
107.1442711610487,-0.3230000000000075,7159,107.151
107.1472913857678,0.1159999999999996,8921,107.267
107.15710187265915,0.0720000000000027,7292,107.339
107.16907490636709,0.0829999999999984,5650,107.422
107.18262771535584,0.0349999999999965,5532,107.457
107.18913857677904,-0.1370000000000004,5878,107.32
107.20175805243446,0.1850000000000022,5907,107.505
107.21173183520597,0.0090000000000003,2471,107.514
107.22207340823972,0.0170000000000101,826,107.531
107.24264569288388,0.1779999999999972,2857,107.709
107.25365842696635,-0.1899999999999977,5102,107.519
107.25868838951313,-0.068000000000012,3804,107.451
107.25820749063668,-0.1469999999999913,3235,107.304
107.25845393258427,0.0150000000000005,2419,107.319
107.26140973782772,0.0109999999999956,1658,107.33
107.2672584269663,0.0499999999999971,1871,107.38
107.26796479400753,-0.0579999999999927,2173,107.322
107.26924194756556,0.0450000000000017,3612,107.367
107.2547475655431,-0.1260000000000047,4562,107.241
107.23229288389513,-0.296999999999997,5701,106.944
107.20503595505622,-0.1389999999999958,5001,106.805
107.18049962546816,0.086999999999989,5388,106.892
107.15295955056182,0.0170000000000101,4953,106.909
107.1232861423221,-0.0780000000000029,5119,106.831
107.0949528089888,-0.0799999999999983,6470,106.751
107.04814157303372,-0.0910000000000081,7728,106.66
107.00414157303372,-0.0979999999999989,5825,106.562
106.94553258426969,-0.2999999999999971,6875,106.262
106.90340898876404,0.1820000000000021,7274,106.444
106.86592059925094,-0.0480000000000018,6806,106.396
106.81422022471914,-0.3870000000000004,8352,106.009
106.76814232209742,0.1410000000000053,2487,106.15
106.72721947565545,0.012999999999991,1123,106.163
106.69278501872658,0.0979999999999989,2386,106.261
106.66368913857686,0.0010000000000047,4366,106.262
106.61253707865173,-0.3100000000000023,5238,105.952
106.55762397003744,-0.0289999999999963,5618,105.923
106.49640898876405,-0.1170000000000044,4453,105.806
106.4346232209738,0.0349999999999965,3176,105.841
106.3782554307116,-0.0229999999999961,3604,105.818
106.32524644194758,0.0979999999999989,3896,105.916
106.26536029962551,-0.1239999999999952,5591,105.792
106.21331685393258,-0.0319999999999964,7708,105.76
106.13912808988766,-0.5930000000000035,6872,105.167
106.0725235955056,0.2600000000000051,9046,105.427
106.00408239700376,-0.1720000000000112,7627,105.255
105.932534082397,-0.0749999999999886,5981,105.18
105.88075056179778,0.1059999999999945,9182,105.286
105.82278651685394,-0.1209999999999951,10926,105.165
105.77517752808988,0.1929999999999978,13638,105.358
105.73300374531836,-0.0550000000000068,9946,105.303
105.69617078651684,0.1689999999999969,8177,105.472
105.6561902621723,0.0,7176,105.472
105.60244943820229,-0.2869999999999919,7457,105.185
105.56560599250936,0.3070000000000021,9360,105.492
105.51989962546818,-0.1440000000000054,2032,105.348
105.40296629213483,-1.6290000000000049,7425,103.719
105.30238352059924,0.2160000000000081,6836,103.935
105.21565992509366,0.1940000000000026,7003,104.129
105.04854606741574,-1.9050000000000007,9379,102.224
104.9024808988764,0.4279999999999972,8927,102.652
104.75221273408243,-0.198999999999998,7552,102.453
104.6204786516854,0.3629999999999995,6426,102.816
104.47793408239704,-0.2289999999999992,5348,102.587
104.34676029962549,0.1569999999999964,4998,102.744
104.19625767790266,-0.480000000000004,12176,102.264
104.05494681647944,0.1820000000000021,9410,102.446
103.914925093633,0.0709999999999979,7679,102.517
103.77222022471908,-0.1689999999999969,6129,102.348
103.62322322097378,-0.0780000000000029,7054,102.27
103.4829827715356,0.0170000000000101,6944,102.287
103.35247191011236,0.157999999999987,15231,102.445
103.21683370786516,-0.1589999999999918,13443,102.286
103.0952127340824,0.2279999999999944,11385,102.514
102.95550636704117,-0.448999999999998,11959,102.065
102.8301003745318,0.0990000000000037,10644,102.164
102.70378426966298,-0.0889999999999986,15244,102.075
102.59511760299624,0.2950000000000017,12777,102.37
102.4941782771536,0.046999999999997,4016,102.417
102.38880973782776,-0.1550000000000011,4697,102.262
102.29573707865168,0.1730000000000018,5897,102.435
102.2351595505618,0.6409999999999911,9338,103.076
102.19362921348316,0.3030000000000115,12632,103.379
102.14868838951314,-0.0919999999999987,11555,103.287
102.10467565543075,-0.0510000000000019,7177,103.236
102.0857468164794,0.4559999999999888,7037,103.692
102.09266891385766,0.5260000000000105,8646,104.218
102.1244217228464,0.4809999999999945,12642,104.699
102.15350411985024,-0.0759999999999934,12343,104.623
102.14277078651683,-0.7850000000000108,11196,103.838
102.16492434456924,0.6290000000000049,11028,104.467
102.1973782771536,0.1490000000000009,7361,104.616
102.24787940074908,0.3200000000000074,7899,104.936
102.28878726591763,-0.277000000000001,6267,104.659
102.3096202247191,-0.4320000000000021,12607,104.227
102.34771086142322,0.2439999999999997,13054,104.471
102.36251086142325,-0.5829999999999984,10645,103.888
102.3710838951311,-0.2109999999999985,15175,103.677
102.4129722846442,0.597999999999999,15903,104.275
102.45758277153558,0.0999999999999943,13955,104.375
102.53488464419478,0.7210000000000036,14725,105.096
102.62788314606742,0.3900000000000005,14209,105.486
102.72722097378276,0.1049999999999897,4614,105.591
102.81280898876405,-0.3459999999999894,4292,105.245
102.89462996254682,-0.1460000000000008,4580,105.099
102.9740719101124,-0.0630000000000023,5018,105.036
103.05088988764048,-0.1209999999999951,9541,104.915
103.11968614232212,-0.159000000000006,6516,104.756
103.18813333333335,0.100999999999999,5044,104.857
103.24962846441946,-0.1219999999999998,5101,104.735
103.30119400749064,-0.304000000000002,4519,104.431
103.3424337078652,-0.2839999999999918,6435,104.147
103.39371235955058,0.2199999999999988,7066,104.367
103.47367715355811,0.6479999999999961,11855,105.015
103.56323895131088,0.2339999999999946,12615,105.249
103.64263970037456,-0.2039999999999935,10042,105.045
103.7138719101124,-0.0580000000000069,7461,104.987
103.77905617977532,-0.2509999999999905,7832,104.736
103.83140374531834,-0.2950000000000017,9035,104.441
103.88394382022476,0.1679999999999921,9299,104.609
103.94065692883896,-0.0009999999999905,10267,104.608
104.00805393258428,0.2089999999999889,9471,104.817
104.085202247191,0.1480000000000103,10215,104.965
104.15353258426968,-0.2220000000000084,10189,104.743
104.20927265917604,-0.1529999999999916,10054,104.59
104.270463670412,0.1149999999999948,11468,104.705
104.32074531835208,-0.2079999999999984,3975,104.497
104.36978876404496,-0.0679999999999978,1120,104.429
104.43258726591762,0.2989999999999924,4249,104.728
104.4896539325843,-0.1979999999999933,5747,104.53
104.548065917603,0.0699999999999931,8110,104.6
104.5573745318352,-1.1149999999999949,11394,103.485
104.55055355805244,-0.1020000000000038,7110,103.383
104.55011610486888,-0.0180000000000006,3882,103.365
104.57639400749068,0.6570000000000107,6875,104.022
104.59346891385768,-0.1910000000000025,5047,103.831
104.6081468164794,-0.1310000000000002,5511,103.7
104.61992359550564,-0.0310000000000059,12530,103.669
104.64082621722848,0.0829999999999984,10936,103.752
104.66562921348316,0.0889999999999986,7861,103.841
104.6955902621723,0.0060000000000002,6367,103.847
104.72124419475657,-0.125,5835,103.722
104.75519475655436,0.304000000000002,10996,104.026
104.82727415730336,0.6869999999999976,10931,104.713
104.9119041198502,0.3440000000000083,15201,105.057
104.98728089887642,0.6140000000000043,15207,105.671
105.04903445692888,-0.3850000000000051,13939,105.286
105.11837827715354,0.0960000000000036,12627,105.382
105.13540074906366,-0.1940000000000026,9951,105.188
105.16596404494383,0.1389999999999958,9429,105.327
105.15929213483147,-0.695999999999998,6685,104.631
105.16789662921347,0.1979999999999933,3155,104.829
105.16750486891388,-0.0529999999999972,6103,104.776
105.1640074906367,-0.1129999999999995,6322,104.663
105.16671535580528,0.4170000000000016,10585,105.08
105.16906142322097,-0.0529999999999972,10338,105.027
105.17053932584273,-0.0120000000000004,10199,105.015
105.16307790262174,-0.073999999999998,9547,104.941
105.1804711610487,0.6460000000000008,11352,105.587
105.19571760299628,-0.0010000000000047,12747,105.586
105.2099220973783,-0.0480000000000018,10723,105.538
105.23087640449438,0.2860000000000013,9948,105.824
105.25523220973788,0.0210000000000007,7920,105.845
105.28525543071164,0.4129999999999967,4527,106.258
105.31431835205994,-0.0009999999999905,5575,106.257
105.36615805243446,0.6299999999999955,5590,106.887
105.43909812734084,0.409000000000006,12881,107.296
105.48801423220974,-0.4840000000000088,14022,106.812
105.5377565543071,0.171999999999997,14614,106.984
105.59452284644196,0.1510000000000104,14200,107.135
105.68979475655428,0.625,14848,107.76
