time,open,high,low,close,tick_volume,spread,real_volume,time_sin,time_cos,price_diff,trendline
2019-12-13 20:00:00,1.11156,1.11227,1.1112,1.11173,4830,1,0,-0.8660254037844386,0.5000000000000001,,
2019-12-16 00:00:00,1.11259,1.11309,1.11226,1.11281,3541,1,0,0.0,1.0,0.0010799999999999699,
2019-12-16 04:00:00,1.11281,1.11365,1.11281,1.11349,2299,1,0,0.8660254037844386,0.5000000000000001,0.0006800000000000139,
2019-12-16 08:00:00,1.11349,1.11505,1.11261,1.11347,8615,1,0,0.8660254037844387,-0.4999999999999998,-2.0000000000131024e-05,
2019-12-16 12:00:00,1.11347,1.11546,1.11334,1.11534,5883,1,0,1.2246467991473532e-16,-1.0,0.0018700000000000383,
2019-12-16 16:00:00,1.11534,1.1158,1.11347,1.11427,7052,1,0,-0.8660254037844385,-0.5000000000000004,-0.0010699999999999044,
2019-12-16 20:00:00,1.11427,1.1148,1.1141,1.1143399999999999,3234,1,0,-0.8660254037844386,0.5000000000000001,6.999999999979245e-05,
2019-12-17 00:00:00,1.11435,1.11572,1.11341,1.11391,4549,1,0,0.0,1.0,-0.00042999999999993044,
2019-12-17 04:00:00,1.11391,1.11493,1.1139000000000001,1.11473,2357,1,0,0.8660254037844386,0.5000000000000001,0.0008200000000000429,
2019-12-17 08:00:00,1.11473,1.11518,1.11291,1.11501,7436,1,0,0.8660254037844387,-0.4999999999999998,0.000280000000000058,
2019-12-17 12:00:00,1.11499,1.11745,1.11445,1.1146,9410,1,0,1.2246467991473532e-16,-1.0,-0.00041000000000002146,
2019-12-17 16:00:00,1.1146,1.11577,1.11457,1.11516,8290,1,0,-0.8660254037844385,-0.5000000000000004,0.0005599999999998939,
2019-12-17 20:00:00,1.11516,1.11536,1.11456,1.11487,3368,1,0,-0.8660254037844386,0.5000000000000001,-0.00028999999999990145,
2019-12-18 00:00:00,1.11483,1.11541,1.11389,1.11408,3088,2,0,0.0,1.0,-0.0007900000000000684,
2019-12-18 04:00:00,1.11408,1.11421,1.11291,1.11349,2912,1,0,0.8660254037844386,0.5000000000000001,-0.0005899999999998684,
2019-12-18 08:00:00,1.11349,1.11425,1.11265,1.11328,6649,1,0,0.8660254037844387,-0.4999999999999998,-0.00021000000000004349,
2019-12-18 12:00:00,1.11326,1.11365,1.11102,1.11172,7185,1,0,1.2246467991473532e-16,-1.0,-0.0015600000000000058,
2019-12-18 16:00:00,1.11172,1.11341,1.11114,1.1118,8139,1,0,-0.8660254037844385,-0.5000000000000004,7.999999999985796e-05,
2019-12-18 20:00:00,1.1118,1.11205,1.11121,1.11127,3517,1,0,-0.8660254037844386,0.5000000000000001,-0.0005299999999999194,
2019-12-19 00:00:00,1.11126,1.11247,1.11119,1.11236,3326,1,0,0.0,1.0,0.0010900000000000354,
2019-12-19 04:00:00,1.11236,1.11323,1.1123,1.11267,2337,1,0,0.8660254037844386,0.5000000000000001,0.00031000000000003247,
2019-12-19 08:00:00,1.11267,1.11392,1.11243,1.11363,5956,1,0,0.8660254037844387,-0.4999999999999998,0.0009599999999998499,
2019-12-19 12:00:00,1.11363,1.11442,1.111,1.1115,9606,1,0,1.2246467991473532e-16,-1.0,-0.0021299999999999653,
2019-12-19 16:00:00,1.11148,1.11305,1.11072,1.11249,9759,1,0,-0.8660254037844385,-0.5000000000000004,0.0009900000000000464,
2019-12-19 20:00:00,1.11249,1.11293,1.11171,1.11204,3759,1,0,-0.8660254037844386,0.5000000000000001,-0.00045000000000006146,
2019-12-20 00:00:00,1.11201,1.11246,1.11159,1.11184,2966,2,0,0.0,1.0,-0.00019999999999997797,
2019-12-20 04:00:00,1.11182,1.112,1.11137,1.11194,2319,1,0,0.8660254037844386,0.5000000000000001,9.999999999998899e-05,
2019-12-20 08:00:00,1.11194,1.11236,1.1114600000000001,1.1120700000000001,5693,1,0,0.8660254037844387,-0.4999999999999998,0.00013000000000018552,
2019-12-20 12:00:00,1.11206,1.1122,1.10859,1.1091199999999999,7838,1,0,1.2246467991473532e-16,-1.0,-0.00295000000000023,
2019-12-20 16:00:00,1.1091199999999999,1.10917,1.10677,1.10684,7143,1,0,-0.8660254037844385,-0.5000000000000004,-0.0022799999999998377,
2019-12-20 20:00:00,1.10684,1.10786,1.10662,1.10751,3775,1,0,-0.8660254037844386,0.5000000000000001,0.0006699999999999484,
2019-12-23 00:00:00,1.1075,1.10813,1.1072899999999999,1.10783,3308,1,0,0.0,1.0,0.000320000000000098,
2019-12-23 04:00:00,1.10783,1.10831,1.10746,1.1082,2139,2,0,0.8660254037844386,0.5000000000000001,0.00036999999999998145,
2019-12-23 08:00:00,1.1082,1.10886,1.10802,1.10834,5488,1,0,0.8660254037844387,-0.4999999999999998,0.000140000000000029,
