time,open,high,low,close,tick_volume,spread,real_volume,ema_89,time_sin,time_cos,price_diff,trendline
2015-02-06,117.517,119.218,117.152,119.098,71495,7,0,119.098,0.0,1.0,,
2015-02-09,119.021,119.091,118.329,118.623,68747,6,0,119.08744444444444,0.0,1.0,-0.4749999999999943,
2015-02-10,118.634,119.612,118.398,119.42,70378,7,0,119.09483456790123,0.0,1.0,0.796999999999997,
2015-02-11,119.421,120.471,119.283,120.445,68687,6,0,119.12483824417008,0.0,1.0,1.0249999999999915,
2015-02-12,120.443,120.465,118.509,119.102,79269,6,0,119.12433072763297,0.0,1.0,-1.3429999999999893,
2015-02-13,119.101,119.195,118.41,118.652,64922,7,0,119.11383448924111,0.0,1.0,-0.45000000000000284,
2015-02-16,118.443,118.772,118.277,118.47,53838,7,0,119.09952705614687,0.0,1.0,-0.18200000000000216,
2015-02-17,118.469,119.413,118.233,119.241,65930,7,0,119.1026708993436,0.0,1.0,0.7710000000000008,
2015-02-18,119.239,119.408,118.541,118.78,68652,7,0,119.09550043491373,0.0,1.0,-0.4609999999999985,
2015-02-19,118.781,119.175,118.432,118.939,63728,7,0,119.0920226474712,0.0,1.0,0.15899999999999181,
2015-02-20,118.94,119.186,118.301,118.993,68226,1,0,119.08982214419406,0.0,1.0,0.054000000000002046,
2015-02-23,119.097,119.351,118.736,118.809,55689,7,0,119.08358165210086,0.0,1.0,-0.1839999999999975,
2015-02-24,118.812,119.817,118.764,118.966,60863,7,0,119.08096872649861,0.0,1.0,0.15699999999999648,
2015-02-25,118.962,119.063,118.624,118.856,57624,7,0,119.0759694214653,0.0,1.0,-0.10999999999999943,
2015-02-26,118.849,119.499,118.678,119.411,60093,7,0,119.08341454543275,0.0,1.0,0.5550000000000068,
2015-02-27,119.412,119.795,119.115,119.622,62144,6,0,119.09538311108979,0.0,1.0,0.21099999999999852,
2015-03-02,119.698,120.189,119.629,120.126,54384,7,0,119.11828570862112,0.0,1.0,0.5040000000000049,
2015-03-03,120.126,120.262,119.381,119.719,60058,7,0,119.1316349150962,0.0,1.0,-0.4070000000000107,
2015-03-04,119.724,119.823,119.469,119.668,58382,6,0,119.14355413920518,0.0,1.0,-0.05099999999998772,
2015-03-05,119.667,120.393,119.627,120.126,58980,7,0,119.16538626944507,0.0,1.0,0.4579999999999984,
2015-03-06,120.127,121.275,119.902,120.835,64189,7,0,119.20248879679073,0.0,1.0,0.708999999999989,
2015-03-09,120.803,121.41,120.609,121.2,59867,2,0,119.24687793463981,0.0,1.0,0.3650000000000091,
2015-03-10,121.201,122.021,120.921,121.173,79950,6,0,119.28968064720337,0.0,1.0,-0.027000000000001023,
2015-03-11,121.185,121.622,120.852,121.482,77275,7,0,119.3383988550433,0.0,1.0,0.3089999999999975,
2015-03-12,121.482,121.666,120.655,121.283,70532,7,0,119.3816122138201,0.0,1.0,-0.19899999999999807,
2015-03-13,121.288,121.568,121.131,121.367,71800,6,0,119.42573194240188,0.0,1.0,0.08400000000000318,
2015-03-16,121.375,121.458,121.088,121.367,66841,1,0,119.46887123257072,0.0,1.0,0.0,
2015-03-17,121.4,121.515,121.111,121.342,54347,1,0,119.51049631629137,0.0,1.0,-0.025000000000005684,
2015-03-18,121.357,121.406,119.293,120.211,61890,1,0,119.52606306481822,0.0,1.0,-1.1310000000000002,
2015-03-19,120.202,121.027,119.674,120.784,89680,2,0,119.55401721893337,0.0,1.0,0.5730000000000075,
2015-03-20,120.787,121.197,119.895,120.014,66641,7,0,119.56423905851261,0.0,1.0,-0.7700000000000102,
2015-03-23,119.838,120.159,119.581,119.692,65839,6,0,119.56707819054566,0.0,1.0,-0.32200000000000273,
2015-03-24,119.697,119.978,119.217,119.722,60668,10,0,119.57052089742243,0.0,1.0,0.030000000000001137,
2015-03-25,119.723,119.821,119.231,119.465,53775,10,0,119.56817598859081,0.0,1.0,-0.2569999999999908,
2015-03-26,119.466,119.568,118.324,119.218,81618,7,0,119.56039429995546,0.0,1.0,-0.2469999999999999,
2015-03-27,119.219,119.485,118.929,119.128,72636,7,0,119.55078553773423,0.0,1.0,-0.09000000000000341,
2015-03-30,119.128,120.223,119.109,120.054,64538,7,0,119.56196808134013,0.0,1.0,0.9260000000000019,
2015-03-31,120.056,120.36,119.773,120.113,58680,10,0,119.57421323508812,0.0,1.0,0.0589999999999975,
2015-04-01,120.092,120.324,119.41,119.753,66268,7,0,119.57818627430838,0.0,1.0,-0.35999999999999943,
2015-04-02,119.747,119.89,119.448,119.71,53043,5,0,119.58111546821263,0.0,1.0,-0.043000000000006366,
2015-04-03,119.718,119.942,118.716,118.939,34564,7,0,119.56684623558567,0.0,1.0,-0.7710000000000008,
2015-04-06,118.939,119.676,118.797,119.526,35726,2,0,119.56593854146153,0.0,1.0,0.5870000000000033,
